Breed,Found
Cardigan Welsh Corgi/English Setter,1+2
Labrador Retriever/Plott Hound,1+2
Labrador Retriever/Plott Hound,1+2
Norwich Terrier/Cairn Terrier,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Jack Russell Terrier/Miniature Schnauzer,1+2
Shetland Sheepdog/Border Collie,1+2
Cairn Terrier/Yorkshire Terrier,1+2
Australian Cattle Dog/American Staffordshire Terrier,1+2
Manchester Terrier/Beagle,1+2
Siberian Husky/Australian Cattle Dog,1+2
Beagle/Dachshund,1+2
Border Collie/Beagle,1+2
Labrador Retriever/Blue Lacy,1+2
Plott Hound/Labrador Retriever,1+2
Australian Shepherd/Border Collie,1+2
Labrador Retriever/Beagle,1+2
Dachshund/Manchester Terrier,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Pembroke Welsh Corgi/Dachshund,1+2
Border Collie/Standard Schnauzer,1+2
Australian Shepherd/Parson Russell Terrier,1+2
Yorkshire Terrier/Border Terrier,1+2
Labrador Retriever/Border Collie,1+2
Border Collie/Chow Chow,1+2
Border Terrier/Miniature Schnauzer,1+2
Australian Cattle Dog/Border Collie,1+2
Standard Schnauzer/Border Terrier,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Dachshund/Beagle,1+2
Border Collie/Labrador Retriever,1+2
Labrador Retriever/Australian Kelpie,1+2
Labrador Retriever/Great Pyrenees,1+2
Border Terrier/Cardigan Welsh Corgi,1+2
Shih Tzu/Havanese,1+2
Australian Cattle Dog/Golden Retriever,1+2
Labrador Retriever/Great Pyrenees,1+2
Boston Terrier/Pug,1+2
Yorkshire Terrier/Rat Terrier,1+2
Black Mouth Cur/Labrador Retriever,1+2
Boxer/Labrador Retriever,1+2
Boxer/Labrador Retriever,1+2
Australian Shepherd/Border Collie,1+2
Manchester Terrier/Beagle,1+2
Plott Hound/Australian Cattle Dog,1+2
Labrador Retriever/Basset Hound,1+2
Beagle/Dachshund,1+2
Blue Lacy/Great Dane,1+2
Yorkshire Terrier/Rat Terrier,1+2
Australian Kelpie/Blue Lacy,1+2
Cairn Terrier/Miniature Schnauzer,1+2
Cairn Terrier/Yorkshire Terrier,1+2
Australian Shepherd/Dachshund,1+2
Border Terrier/Yorkshire Terrier,1+2
Jack Russell Terrier/Rat Terrier,1+2
Rottweiler/Labrador Retriever,1+2
Black Mouth Cur/Basset Hound,1+2
Border Collie/Australian Cattle Dog,1+2
Dachshund/Miniature Pinscher,1+2
Border Collie/Labrador Retriever,1+2
Jack Russell Terrier/Beagle,1+2
Jack Russell Terrier/Beagle,1+2
Boxer/Australian Cattle Dog,1+2
Border Collie/Great Pyrenees,1+2
Great Pyrenees/Siberian Husky,1+2
Australian Shepherd/Labrador Retriever,1+2
Cairn Terrier/Yorkshire Terrier,1+2
Australian Kelpie/Australian Shepherd,1+2
Dachshund/Basset Hound,1+2
Blue Lacy/American Bulldog,1+2
Australian Shepherd/Rottweiler,1+2
Dachshund/Beagle,1+2
Yorkshire Terrier/Norfolk Terrier,1+2
Whippet/Australian Cattle Dog,1+2
Vizsla/Golden Retriever,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/Great Pyrenees,1+2
Labrador Retriever/Golden Retriever,1+2
Rottweiler/Chow Chow,1+2
Labrador Retriever/Australian Shepherd,1+2
Labrador Retriever/Boxer,1+2
Cairn Terrier/Dachshund,1+2
Chow Chow/Basset Hound,1+2
Labrador Retriever/Rottweiler,1+2
Labrador Retriever/Beagle,1+2
Border Terrier/Shih Tzu,1+2
Beagle/Labrador Retriever,1+2
Border Collie/Canaan Dog,1+2
Australian Shepherd/Labrador Retriever,1+2
Australian Cattle Dog/Cardigan Welsh Corgi,1+2
Bull Terrier/Boxer,1+2
Labrador Retriever/Australian Kelpie,1+2
Labrador Retriever/Border Collie,1+2
Border Collie/Labrador Retriever,1+2
Australian Cattle Dog/Great Pyrenees,1+2
Lhasa Apso/Dachshund,1+2
Border Collie/Labrador Retriever,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Great Pyrenees/Border Collie,1+2
Alaskan Malamute/Australian Kelpie,1+2
Scottish Terrier/Basset Hound,1+2
Manchester Terrier/Australian Kelpie,1+2
Border Collie/Dachshund,1+2
Dachshund/Manchester Terrier,1+2
Border Collie/Labrador Retriever,1+2
Plott Hound/Labrador Retriever,1+2
Labrador Retriever/Newfoundland,1+2
Plott Hound/Labrador Retriever,1+2
Shetland Sheepdog/Basenji,1+2
Cairn Terrier/Miniature Schnauzer,1+2
Greyhound/Labrador Retriever,1+2
Labrador Retriever/Australian Shepherd,1+2
Vizsla/Boxer,1+2
Beagle/Rat Terrier,1+2
Great Pyrenees/Border Collie,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Miniature Pinscher/Australian Cattle Dog,1+2
Dachshund/Shih Tzu,1+2
Beagle/Pug,1+2
Tibetan Terrier/Lhasa Apso,1+2
Dachshund/Manchester Terrier,1+2
Greyhound/Great Dane,1+2
Australian Cattle Dog/Border Collie,1+2
Labrador Retriever/Dalmatian,1+2
Shih Tzu/Havanese,1+2
Labrador Retriever/Rottweiler,1+2
Dachshund/Beagle,1+2
American Pit Bull Terrier/Boxer,1+2
Labrador Retriever/Great Pyrenees,1+2
Labrador Retriever/Basset Hound,1+2
Labrador Retriever/Great Dane,1+2
Border Collie/Labrador Retriever,1+2
Dachshund/Manchester Terrier,1+2
Black Mouth Cur/Blue Lacy,1+2
Pharaoh Hound/Australian Cattle Dog,1+2
Dachshund/Manchester Terrier,1+2
Basset Hound/Beagle,1+2
Labrador Retriever/Beagle,1+2
Siberian Husky/Beagle,1+2
American Staffordshire Terrier/Labrador Retriever,1+2
Lhasa Apso/Shih Tzu,1+2
Border Collie/Labrador Retriever,1+2
Alaskan Malamute/Border Collie,1+2
Labrador Retriever/Australian Shepherd,1+2
American Pit Bull Terrier/Boxer,1+2
Boxer/Labrador Retriever,1+2
Australian Shepherd/Plott Hound,1+2
Yorkshire Terrier/Miniature Schnauzer,1+2
American Bulldog/Labrador Retriever,1+2
Manchester Terrier/Beagle,1+2
Jack Russell Terrier/Shih Tzu,1+2
Beagle/Labrador Retriever,1+2
Labrador Retriever/Border Terrier,1+2
Australian Cattle Dog/Jack Russell Terrier,1+2
Australian Shepherd/Labrador Retriever,1+2
Cardigan Welsh Corgi/Australian Cattle Dog,1+2
Australian Shepherd/Chow Chow,1+2
Labrador Retriever/Great Pyrenees,1+2
Lhasa Apso/Yorkshire Terrier,1+2
Chow Chow/Labrador Retriever,1+2
Beagle/Boston Terrier,1+2
Labrador Retriever/Border Collie,1+2
Cardigan Welsh Corgi/Australian Cattle Dog,1+2
Labrador Retriever/Boxer,1+2
Norfolk Terrier/Border Terrier,1+2
Labrador Retriever/Greyhound,1+2
Boxer/American Bulldog,1+2
Great Dane/Labrador Retriever,1+2
Golden Retriever/Labrador Retriever,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Jack Russell Terrier/Cardigan Welsh Corgi,1+2
Rottweiler/Labrador Retriever,1+2
American Pit Bull Terrier/American Pit Bull Terrier,1+2
Australian Shepherd/Labrador Retriever,1+2
Manchester Terrier/Dachshund,1+2
Border Collie/Labrador Retriever,1+2
Labrador Retriever/Chow Chow,1+2
Australian Shepherd/Chow Chow,1+2
Dachshund/Whippet,1+2
Cardigan Welsh Corgi/Australian Kelpie,1+2
Jack Russell Terrier/Australian Cattle Dog,1+2
Carolina Dog/Labrador Retriever,1+2
Shiba Inu/Dachshund,1+2
Labrador Retriever/Boxer,1+2
Jack Russell Terrier/Italian Greyhound,1+2
Whippet/Dachshund,1+2
Labrador Retriever/Dachshund,1+2
Siberian Husky/Labrador Retriever,1+2
Dachshund/Greyhound,1+2
Labrador Retriever/Beagle,1+2
Labrador Retriever/Boxer,1+2
Rottweiler/Labrador Retriever,1+2
Australian Kelpie/Labrador Retriever,1+2
Black Mouth Cur/Australian Cattle Dog,1+2
Border Collie/Great Pyrenees,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Jack Russell Terrier/Whippet,1+2
Bernese Mountain Dog/Rottweiler,1+2
Australian Shepherd/Australian Cattle Dog,1+2
Border Terrier/Labrador Retriever,1+2
Jack Russell Terrier/Australian Cattle Dog,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Border Collie/Labrador Retriever,1+2
American Pit Bull Terrier/American Bulldog,1+2
Beagle/Black Mouth Cur,1+2
Pembroke Welsh Corgi/Australian Shepherd,1+2
Chow Chow/Golden Retriever,1+2
Greyhound/Dalmatian,1+2
Dachshund/Labrador Retriever,1+2
Pug/Labrador Retriever,1+2
Labrador Retriever/Border Terrier,1+2
Pharaoh Hound/Border Collie,1+2
Cardigan Welsh Corgi/Cardigan Welsh Corgi,1+2
Labrador Retriever/Beagle,1+2
Border Collie/Australian Cattle Dog,1+2
Labrador Retriever/Great Dane,1+2
Dachshund/Dachshund,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Black Mouth Cur/Boxer,1+2
Rottweiler/Labrador Retriever,1+2
Miniature Schnauzer/Shih Tzu,1+2
Australian Cattle Dog/Border Collie,1+2
Siberian Husky/Labrador Retriever,1+2
Siberian Husky/Labrador Retriever,1+2
Border Collie/Chow Chow,1+2
Australian Cattle Dog/Cardigan Welsh Corgi,1+2
Dachshund/Cardigan Welsh Corgi,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Miniature Schnauzer/Jack Russell Terrier,1+2
Labrador Retriever/Blue Lacy,1+2
Labrador Retriever/Black Mouth Cur,1+2
Labrador Retriever/Australian Shepherd,1+2
Labrador Retriever/Great Dane,1+2
Dachshund/Beagle,1+2
Jack Russell Terrier/Boston Terrier,1+2
Labrador Retriever/Chow Chow,1+2
American Foxhound/Labrador Retriever,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Weimaraner,1+2
Yorkshire Terrier/Pomeranian,1+2
Miniature Schnauzer/Cairn Terrier,1+2
Whippet/Miniature Pinscher,1+2
Golden Retriever/Whippet,1+2
Australian Cattle Dog/Rat Terrier,1+2
Labrador Retriever/Rottweiler,1+2
Beagle/Manchester Terrier,1+2
Labrador Retriever/Boxer,1+2
Boxer/American Staffordshire Terrier,1+2
Australian Cattle Dog/Border Collie,1+2
Australian Shepherd/English Springer Spaniel,1+2
Labrador Retriever/Plott Hound,1+2
Boxer/Bulldog,1+2
Australian Kelpie/American Pit Bull Terrier,1+2
Australian Cattle Dog/Chow Chow,1+2
Miniature Schnauzer/Yorkshire Terrier,1+2
Chow Chow/Australian Cattle Dog,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Norfolk Terrier/Yorkshire Terrier,1+2
Border Collie/Basenji,1+2
Australian Cattle Dog/Dachshund,1+2
Labrador Retriever/Rottweiler,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/Australian Cattle Dog,1+2
American Bulldog/Labrador Retriever,1+2
Chow Chow/Labrador Retriever,1+2
Beagle/Dachshund,1+2
Whippet/Borzoi,1+2
Labrador Retriever/Basset Hound,1+2
Rottweiler/Australian Cattle Dog,1+2
Jack Russell Terrier/Labrador Retriever,1+2
Labrador Retriever/Greyhound,1+2
Plott Hound/Labrador Retriever,1+2
Newfoundland/Labrador Retriever,1+2
Labrador Retriever/Australian Shepherd,1+2
Beagle/Labrador Retriever,1+2
Australian Shepherd/English Setter,1+2
Rottweiler/Labrador Retriever,1+2
Labrador Retriever/Chow Chow,1+2
Australian Cattle Dog/Bull Terrier,1+2
Labrador Retriever/Boston Terrier,1+2
Jack Russell Terrier/Rat Terrier,1+2
Cardigan Welsh Corgi/Cairn Terrier,1+2
Labrador Retriever/Great Pyrenees,1+2
Golden Retriever/Labrador Retriever,1+2
Whippet/Beagle,1+2
Dachshund/German Pinscher,1+2
Australian Shepherd/Australian Cattle Dog,1+2
Boxer/Australian Cattle Dog,1+2
Dachshund/English Foxhound,1+2
Basset Hound/Beagle,1+2
Shih Tzu/Norfolk Terrier,1+2
Border Collie/Whippet,1+2
Dachshund/Beagle,1+2
Labrador Retriever/Rottweiler,1+2
Labrador Retriever/Border Collie,1+2
Jack Russell Terrier/Dachshund,1+2
Labrador Retriever/Border Collie,1+2
Manchester Terrier/Dachshund,1+2
Australian Shepherd/Australian Cattle Dog,1+2
Manchester Terrier/Jack Russell Terrier,1+2
Rottweiler/Chow Chow,1+2
Chow Chow/Basset Hound,1+2
Miniature Schnauzer/Cairn Terrier,1+2
Norfolk Terrier/Cairn Terrier,1+2
Yorkshire Terrier/Miniature Schnauzer,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Pug/Beagle,1+2
Dachshund/Jack Russell Terrier,1+2
Boxer/Australian Cattle Dog,1+2
Labrador Retriever/Great Dane,1+2
Cairn Terrier/Dachshund,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/Boxer,1+2
Cardigan Welsh Corgi/Australian Cattle Dog,1+2
Labrador Retriever/Siberian Husky,1+2
Jack Russell Terrier/Australian Cattle Dog,1+2
Labrador Retriever/Basset Hound,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Lhasa Apso/Shih Tzu,1+2
Dachshund/Rat Terrier,1+2
Rat Terrier/Boston Terrier,1+2
Plott Hound/Boxer,1+2
Rottweiler/Chow Chow,1+2
Labrador Retriever/Beagle,1+2
Rat Terrier/Dachshund,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/American Bulldog,1+2
Beagle/Boxer,1+2
Rat Terrier/Beagle,1+2
Australian Shepherd/Labrador Retriever,1+2
Border Collie/Shetland Sheepdog,1+2
Chow Chow/Australian Cattle Dog,1+2
Alaskan Husky/Border Collie,1+2
Labrador Retriever/Basset Hound,1+2
Great Dane/Boxer,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Plott Hound,1+2
Irish Wolfhound/Great Pyrenees,1+2
Black Mouth Cur/Dachshund,1+2
Labrador Retriever/Chow Chow,1+2
Labrador Retriever/Vizsla,1+2
Plott Hound/Labrador Retriever,1+2
Chow Chow/Australian Cattle Dog,1+2
Cardigan Welsh Corgi/Miniature Pinscher,1+2
Rottweiler/Labrador Retriever,1+2
Chow Chow/Australian Cattle Dog,1+2
Jack Russell Terrier/American Staffordshire Terrier,1+2
Labrador Retriever/Jack Russell Terrier,1+2
Black Mouth Cur/Boxer,1+2
Labrador Retriever/Boxer,1+2
Black Mouth Cur/American Staffordshire Terrier,1+2
Labrador Retriever/Greyhound,1+2
Golden Retriever/Labrador Retriever,1+2
Newfoundland/Australian Cattle Dog,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/Boxer,1+2
Chow Chow/Siberian Husky,1+2
Dachshund/Bloodhound,1+2
Rat Terrier/Boston Terrier,1+2
Australian Cattle Dog/Beagle,1+2
Dachshund/Rat Terrier,1+2
Labrador Retriever/Rottweiler,1+2
Labrador Retriever/Chow Chow,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Beagle/Basset Hound,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/Border Collie,1+2
Beagle/Labrador Retriever,1+2
Beagle/Labrador Retriever,1+2
Rottweiler/Labrador Retriever,1+2
Lhasa Apso/Miniature Schnauzer,1+2
Miniature Pinscher/Pomeranian,1+2
Labrador Retriever/Border Collie,1+2
Dalmatian/Australian Cattle Dog,1+2
Border Collie/Labrador Retriever,1+2
Great Dane/Labrador Retriever,1+2
French Bulldog/Miniature Schnauzer,1+2
Border Collie/Great Pyrenees,1+2
Great Pyrenees/Rottweiler,1+2
Manchester Terrier/Australian Kelpie,1+2
Great Pyrenees/Australian Shepherd,1+2
Australian Cattle Dog/American Foxhound,1+2
Labrador Retriever/Border Collie,1+2
Jack Russell Terrier/Australian Cattle Dog,1+2
Border Collie/Great Pyrenees,1+2
Basset Hound/Australian Cattle Dog,1+2
Boxer/Australian Cattle Dog,1+2
Dachshund/Beagle,1+2
Labrador Retriever/Great Pyrenees,1+2
Plott Hound/Labrador Retriever,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Great Pyrenees/Australian Cattle Dog,1+2
Labrador Retriever/Australian Shepherd,1+2
Scottish Terrier/Cairn Terrier,1+2
Beagle/Jack Russell Terrier,1+2
Rottweiler/Australian Cattle Dog,1+2
Boxer/Boston Terrier,1+2
Labrador Retriever/Great Pyrenees,1+2
Golden Retriever/Chow Chow,1+2
Boston Terrier/Dachshund,1+2
Beagle/Boxer,1+2
Pug/Beagle,1+2
Border Collie/Great Pyrenees,1+2
Boxer/Labrador Retriever,1+2
Dachshund/Jack Russell Terrier,1+2
Boxer/American Pit Bull Terrier,1+2
Dachshund/Australian Cattle Dog,1+2
Dachshund/Manchester Terrier,1+2
Boxer/Black Mouth Cur,1+2
Beagle/Labrador Retriever,1+2
Boxer/American Staffordshire Terrier,1+2
German Pinscher/Whippet,1+2
Border Collie/Great Pyrenees,1+2
Labrador Retriever/Boxer,1+2
Boston Terrier/Labrador Retriever,1+2
Labrador Retriever/Boxer,1+2
Border Collie/Labrador Retriever,1+2
Blue Lacy/Australian Kelpie,1+2
Labrador Retriever/Border Collie,1+2
Dachshund/Beagle,1+2
Yorkshire Terrier/Rat Terrier,1+2
Labrador Retriever/Chow Chow,1+2
Labrador Retriever/Australian Shepherd,1+2
Australian Cattle Dog/Boxer,1+2
Rat Terrier/Beagle,1+2
Border Collie/Labrador Retriever,1+2
Australian Cattle Dog/Plott Hound,1+2
Yorkshire Terrier/Cairn Terrier,1+2
Labrador Retriever/Plott Hound,1+2
Australian Shepherd/Labrador Retriever,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Labrador Retriever/Chow Chow,1+2
Beagle/Basset Hound,1+2
Irish Wolfhound/Great Dane,1+2
Australian Cattle Dog/Bull Terrier,1+2
Labrador Retriever/Beagle,1+2
Beagle/Basset Hound,1+2
Boxer/Labrador Retriever,1+2
Golden Retriever/Labrador Retriever,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Labrador Retriever/Rottweiler,1+2
English Coonhound/Italian Greyhound,1+2
Australian Shepherd/Labrador Retriever,1+2
Great Pyrenees/Boxer,1+2
Treeing Walker Coonhound/Labrador Retriever,1+2
American Staffordshire Terrier/Labrador Retriever,1+2
Pomeranian/Border Terrier,1+2
Border Collie/Labrador Retriever,1+2
English Coonhound/Australian Cattle Dog,1+2
Labrador Retriever/Chow Chow,1+2
Australian Cattle Dog/Bloodhound,1+2
Labrador Retriever/Beauceron,1+2
Chow Chow/Labrador Retriever,1+2
Border Collie/Labrador Retriever,1+2
Rottweiler/Labrador Retriever,1+2
Great Pyrenees/Labrador Retriever,1+2
Australian Cattle Dog/Beagle,1+2
American Pit Bull Terrier/Labrador Retriever,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/Beagle,1+2
Rat Terrier/Basenji,1+2
Rat Terrier/Cardigan Welsh Corgi,1+2
Border Terrier/Dachshund,1+2
Jack Russell Terrier/Cairn Terrier,1+2
Labrador Retriever/Labrador Retriever,1+2
Dachshund/Beagle,1+2
Australian Shepherd/Border Collie,1+2
Great Pyrenees/Labrador Retriever,1+2
Border Collie/Australian Shepherd,1+2
Australian Kelpie/Shiba Inu,1+2
Yorkshire Terrier/Border Terrier,1+2
Great Pyrenees/Border Collie,1+2
Australian Shepherd/Border Collie,1+2
Miniature Schnauzer/Labrador Retriever,1+2
Golden Retriever/Border Collie,1+2
Dachshund/Beagle,1+2
Australian Shepherd/Border Collie,1+2
Great Pyrenees/Labrador Retriever,1+2
Labrador Retriever/Vizsla,1+2
Labrador Retriever/Chow Chow,1+2
Rat Terrier/Cardigan Welsh Corgi,1+2
Rat Terrier/Boston Terrier,1+2
Boxer/Beagle,1+2
Border Terrier/Pug,1+2
Dachshund/Rat Terrier,1+2
Labrador Retriever/Australian Shepherd,1+2
Labrador Retriever/Border Collie,1+2
Weimaraner/Labrador Retriever,1+2
Golden Retriever/Labrador Retriever,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Golden Retriever/Dachshund,1+2
Boxer/Black Mouth Cur,1+2
Australian Cattle Dog/Dalmatian,1+2
Jack Russell Terrier/Pug,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Dachshund/Labrador Retriever,1+2
Labrador Retriever/Great Dane,1+2
Labrador Retriever/Jack Russell Terrier,1+2
Yorkshire Terrier/Miniature Schnauzer,1+2
Great Dane/Labrador Retriever,1+2
Plott Hound/Labrador Retriever,1+2
Australian Cattle Dog/Beagle,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Jack Russell Terrier/Shih Tzu,1+2
Labrador Retriever/Border Collie,1+2
Golden Retriever/Pembroke Welsh Corgi,1+2
Labrador Retriever/Golden Retriever,1+2
Australian Shepherd/Labrador Retriever,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Whippet/Labrador Retriever,1+2
Basset Hound/Labrador Retriever,1+2
Labrador Retriever/Border Collie,1+2
Labrador Retriever/Great Pyrenees,1+2
Whippet/Labrador Retriever,1+2
Yorkshire Terrier/Cairn Terrier,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Chow Chow,1+2
Blue Lacy/Australian Kelpie,1+2
Beagle/Pug,1+2
Dachshund/Whippet,1+2
Pekingese/Dachshund,1+2
Cardigan Welsh Corgi/Jack Russell Terrier,1+2
Tibetan Terrier/Lhasa Apso,1+2
English Springer Spaniel/Beagle,1+2
Pomeranian/Schipperke,1+2
Labrador Retriever/Blue Lacy,1+2
Australian Cattle Dog/Border Collie,1+2
Boxer/Beagle,1+2
Bull Terrier/Australian Kelpie,1+2
Jack Russell Terrier/Beagle,1+2
Labrador Retriever/Rottweiler,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Bull Terrier/Jack Russell Terrier,1+2
Vizsla/Golden Retriever,1+2
Jack Russell Terrier/Labrador Retriever,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Border Collie,1+2
Golden Retriever/Great Pyrenees,1+2
Labrador Retriever/American Staffordshire Terrier,1+2
Labrador Retriever/Australian Shepherd,1+2
Rottweiler/Basset Hound,1+2
Alaskan Malamute/Border Collie,1+2
Newfoundland/Labrador Retriever,1+2
Labrador Retriever/Siberian Husky,1+2
Labrador Retriever/Basset Hound,1+2
Siberian Husky/Labrador Retriever,1+2
American Pit Bull Terrier/Labrador Retriever,1+2
Australian Shepherd/Australian Cattle Dog,1+2
Labrador Retriever/Chow Chow,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Dachshund/Bull Terrier,1+2
Cardigan Welsh Corgi/Beagle,1+2
Lhasa Apso/Cairn Terrier,1+2
Australian Cattle Dog/Plott Hound,1+2
Labrador Retriever/Plott Hound,1+2
Labrador Retriever/Great Pyrenees,1+2
Yorkshire Terrier/Miniature Schnauzer,1+2
Shetland Sheepdog/Keeshond,1+2
Yorkshire Terrier/Border Terrier,1+2
Dachshund/Miniature Pinscher,1+2
Chow Chow/Border Collie,1+2
Australian Shepherd/Boxer,1+2
Lhasa Apso/Havanese,1+2
Labrador Retriever/Australian Shepherd,1+2
Jack Russell Terrier/Shih Tzu,1+2
Labrador Retriever/Siberian Husky,1+2
Labrador Retriever/Border Collie,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Great Pyrenees,1+2
Manchester Terrier/Dachshund,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Border Collie/Rottweiler,1+2
Shetland Sheepdog/Pomeranian,1+2
Australian Kelpie/Australian Shepherd,1+2
Labrador Retriever/Chow Chow,1+2
Boxer/American Bulldog,1+2
Chow Chow/Basset Hound,1+2
Labrador Retriever/Blue Lacy,1+2
Lhasa Apso/Miniature Schnauzer,1+2
Golden Retriever/Chow Chow,1+2
Border Terrier/Yorkshire Terrier,1+2
Pembroke Welsh Corgi/Basset Hound,1+2
English Springer Spaniel/Cardigan Welsh Corgi,1+2
Alaskan Husky/Australian Shepherd,1+2
Boxer/Labrador Retriever,1+2
Boxer/Beagle,1+2
Rat Terrier/Beagle,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Labrador Retriever/Great Pyrenees,1+2
Basset Hound/Australian Cattle Dog,1+2
Border Collie/Great Dane,1+2
Golden Retriever/Australian Shepherd,1+2
Border Collie/Labrador Retriever,1+2
Labrador Retriever/Plott Hound,1+2
Labrador Retriever/Boxer,1+2
Labrador Retriever/Great Pyrenees,1+2
Labrador Retriever/Border Collie,1+2
Italian Greyhound/Beagle,1+2
Chow Chow/Australian Cattle Dog,1+2
Great Pyrenees/Australian Cattle Dog,1+2
Labrador Retriever/Chow Chow,1+2
Cairn Terrier/Shih Tzu,1+2
Australian Cattle Dog/Jack Russell Terrier,1+2
Labrador Retriever/Dachshund,1+2
Bullmastiff/Boxer,1+2
Labrador Retriever/Border Collie,1+2
Whippet/Jack Russell Terrier,1+2
Australian Kelpie/Blue Lacy,1+2
Border Collie/Labrador Retriever,1+2
American Bulldog/American Staffordshire Terrier,1+2
Saluki/Labrador Retriever,1+2
Manchester Terrier/Beagle,1+2
Border Collie/Australian Shepherd,1+2
Labrador Retriever/Great Pyrenees,1+2
Border Collie/Great Pyrenees,1+2
Dachshund/Rat Terrier,1+2
Dachshund/Shetland Sheepdog,1+2
Labrador Retriever/Blue Lacy,1+2
Newfoundland/Great Pyrenees,1+2
Labrador Retriever/American Bulldog,1+2
Border Collie/Dachshund,1+2
Labrador Retriever/Great Pyrenees,1+2
Beagle/Dachshund,1+2
Carolina Dog/Australian Cattle Dog,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Great Pyrenees/Labrador Retriever,1+2
Jack Russell Terrier/Basset Hound,1+2
Labrador Retriever/Beagle,1+2
Australian Kelpie/Finnish Spitz,1+2
Plott Hound/Blue Lacy,1+2
Boxer/Jack Russell Terrier,1+2
Labrador Retriever/Chow Chow,1+2
Australian Shepherd/Labrador Retriever,1+2
Bulldog/Boston Terrier,1+2
Golden Retriever/Chow Chow,1+2
Boxer/Neapolitan Mastiff,1+2
Jack Russell Terrier/Dachshund,1+2
Australian Kelpie/Alaskan Husky,1+2
Cairn Terrier/Border Collie,1+2
Dachshund/Rat Terrier,1+2
Yorkshire Terrier/Miniature Schnauzer,1+2
Labrador Retriever/Boxer,1+2
Newfoundland/Border Collie,1+2
Pug/Beagle,1+2
Basset Hound/Dachshund,1+2
Beagle/Boxer,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Beagle/Labrador Retriever,1+2
Golden Retriever/Australian Cattle Dog,1+2
Chow Chow/Australian Kelpie,1+2
Miniature Schnauzer/Lhasa Apso,1+2
Australian Shepherd/Labrador Retriever,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Labrador Retriever/Dalmatian,1+2
Labrador Retriever/Chow Chow,1+2
Weimaraner/Labrador Retriever,1+2
Blue Lacy/Beagle,1+2
Australian Cattle Dog/Labrador Retriever,1+2
Australian Shepherd/Beagle,1+2
Border Collie/Boxer,1+2
Dachshund/Beagle,1+2
Blue Lacy/American Bulldog,1+2
Australian Cattle Dog/Boxer,1+2
Basset Hound/English Cocker Spaniel,1+2
Labrador Retriever/Australian Cattle Dog,1+2
Dachshund/Beagle,1+2
Siberian Husky/Australian Cattle Dog,1+2
Black Mouth Cur/Labrador Retriever,1+2
Border Collie/Labrador Retriever,1+2
American Staffordshire Terrier/Labrador Retriever,1+2
Labrador Retriever/Plott Hound,1+2
Border Collie/Labrador Retriever,1+2
Shih Tzu/Miniature Schnauzer,1+2
Labrador Retriever/Golden Retriever,1+2
Airedale Terrier/Miniature Schnauzer,1+2
Labrador Retriever/Great Pyrenees,1+2
Irish Terrier/Labrador Retriever,1+2
Labrador Retriever/Boxer,1+2
Australian Shepherd/Siberian Husky,1+2
Great Pyrenees/Border Collie,1+2
